3037,3488,3036,3031
3037,3495,3488,3031
6596,6252,6577,6272
2120,2136,2121,1711
1995,2446,2860,2424
3891,4349,4331,4350
4775,4776,4331,4350
6011,6351,6352,6370
4370,4353,3911,3927
7308,7322,7414,7309
5816,6180,5815,5794
6866,7104,6867,6886
5936,5937,6299,5916
6682,6383,6698,6683
6697,6698,6682,6383
6885,6866,6867,6886
6092,6083,6433,6103
6092,6083,6434,6433
3958,3959,3953,3954
3958,3488,3495,3954
3958,3495,3959,3954
3960,3959,3495,3954
3960,3953,3959,3954
3507,3037,3048,3495
4426,3961,4415,4414
3810,3809,3348,3325
3340,3801,3777,4262
2423,2860,2400,2424
2423,1995,2860,2424
2423,2860,1995,2446
2447,2446,1995,2424
2447,1995,2425,2424
5426,5020,5019,5448
5426,4997,5019,5020
1659,1275,1274,1294
1725,2121,2136,1711
1725,1712,2121,1711
1696,2121,1712,1711
1696,1311,1310,1326
4384,4383,3924,4365
2401,2425,1995,2424
2401,2839,2425,2424
2401,2423,2400,2424
2401,1995,2423,2424
2401,2838,2839,2424
2401,2400,2838,2424
4604,4181,3720,4180
4604,3720,4155,4180
5471,5020,5426,5448
3694,4155,3720,4180
4721,4698,5135,4697
4721,5135,4698,4699
3871,3909,3891,3890
3871,4349,3891,3909
3871,3891,4349,4331
4332,4311,4776,4331
4332,3891,3892,3873
4332,4331,4776,4350
4332,3891,4331,4350
4754,4775,4776,4331
4754,4776,4311,4331
7275,7079,7095,7096
6044,6028,6385,6027
6386,6369,6685,6684
6386,6385,6369,6684
6386,6369,6385,6028
6386,6685,6369,6370
6386,6369,6028,6370
6386,6044,6385,6400
6386,6045,6044,6400
6386,6385,6044,6028
6386,6044,6045,6028
3347,3348,3809,3325
5169,5170,5575,5147
6668,6369,6685,6370
6668,6351,6369,6370
6668,6685,6369,6684
5956,6318,5936,5957
5157,4720,4721,4697
4375,4801,4376,4817
4375,3917,4376,4358
4375,4376,4801,4358
4371,4370,3939,3927
4371,4353,4370,3927
4794,4795,5214,4777
4794,4332,4776,4350
4794,4776,4775,4350
4794,5214,4775,4776
3390,3389,3873,3410
2581,3003,2580,2567
4453,4002,4003,3984
7120,7121,7104,6886
7120,6866,7104,7103
7120,7104,6866,6886
7321,7414,7308,7322
7321,7423,7414,7322
